Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,0.7855925483114256,0.8427092287836058,0.7617156093073723,0.8384959101676941,535796800,AAPL
2000-01-03,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,322352000,AMZN
2000-01-03,0.0902464528605253,0.09096246138865015,0.08427726522544084,0.08941034227609634,300912000,NVDA
2000-01-03,93.13442252191496,93.13442252191496,90.38593619116705,91.36753845214844,8164300,SPY
2000-01-03,23.38031656481742,23.575804763082168,22.559268637744907,22.793853759765625,12019200,JPM
2000-01-03,35.76797708301698,36.14889270690427,34.13003990030161,35.520381927490234,53228400,MSFT
2000-01-04,90.16998745844914,90.50373224111704,87.72579772655781,87.79450988769531,8089800,SPY
2000-01-04,0.8108739120933899,0.8286641530267459,0.7579705468501174,0.767802357673645,512377600,AAPL
2000-01-04,4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,349748000,AMZN
2000-01-04,0.08785824502278844,0.08809752021769228,0.08260598031487557,0.0870230495929718,300480000,NVDA
2000-01-04,22.215074581739298,22.392008808850147,21.762909934634255,22.293712615966797,11723400,JPM
2000-01-04,34.60616692004273,35.69177589882227,34.20620571733448,34.32048034667969,54119000,MSFT
2000-01-05,33.86338570273754,35.46323069656766,33.3301040381275,34.68235397338867,64059600,MSFT
2000-01-05,87.91228925841195,88.9135234594345,86.22393354688371,87.95155334472656,12177900,SPY
2000-01-05,3.5250000953674316,3.7562499046325684,3.4000000953674316,3.487499952316284,769148000,AMZN
2000-01-05,22.09711552945106,22.824512300926614,21.703929009666652,22.15609359741211,8714550,JPM
2000-01-05,0.7771651929164612,0.8281960296637116,0.7715475008445213,0.7790377736091614,778321600,AAPL
2000-01-05,0.08451656964631989,0.0859485870827224,0.08296445012173018,0.08415810763835907,188352000,NVDA
2000-01-06,87.71597813434913,88.89390084877638,86.53805541992188,86.53805541992188,6227200,SPY
2000-01-06,0.7949564038532123,0.8015104122570126,0.7116212248802185,0.7116212248802185,767972800,AAPL
2000-01-06,22.057786285720784,22.942456858677502,21.939830209326555,22.470632553100586,8369250,JPM
2000-01-06,0.08415811623525749,0.08415811623525749,0.07544407121247952,0.0786665752530098,120480000,NVDA
2000-01-06,3.565624952316284,3.6343750953674316,3.200000047683716,3.278125047683716,375040000,AMZN
2000-01-06,34.18717495961623,34.701411017504604,33.02538238438693,33.520572662353516,54976600,MSFT
2000-01-07,0.7228575044151555,0.756566261921362,0.7153672305941011,0.7453299760818481,460734400,AAPL
2000-01-07,0.07830900712839413,0.080815494862746,0.07711534981569174,0.07998030632734299,71184000,NVDA
2000-01-07,88.14788219654744,91.56385803222656,87.99082583628633,91.56385803222656,8066500,SPY
2000-01-07,3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,210108000,AMZN
2000-01-07,22.84417340212403,23.11940379978455,22.333028920924352,22.88349151611328,6571950,JPM
2000-01-07,33.10155825526675,34.20621324882571,32.70159696449541,33.9586181640625,62013600,MSFT
2000-01-10,3.628124952316284,3.6312499046325684,3.278125047683716,3.4593749046325684,295158000,AMZN
2000-01-10,22.88349924865138,23.080093484764344,22.490312576293945,22.490312576293945,4723500,JPM
2000-01-10,34.56809237167936,34.6442754953635,33.93958160128519,34.20622253417969,44963600,MSFT
2000-01-10,0.0802186795940054,0.08594858674298722,0.07878666216326331,0.0826059877872467,239856000,NVDA
2000-01-10,91.8779067993164,92.29017945803129,91.11225757598878,91.8779067993164,5741700,SPY
2000-01-10,0.7640563893815714,0.7659289701022269,0.7097485981190481,0.7322210669517517,505064000,AAPL
2000-01-11,0.7186440564651522,0.7443935259160461,0.6779131929843146,0.6947671175003052,441548800,AAPL
2000-01-11,91.6030794427469,91.77976776571835,90.15030878720398,90.77853393554688,7503700,SPY
2000-01-11,22.018477422047173,22.156091702273482,21.46801490153901,21.95949935913086,8405550,JPM
2000-01-11,33.97768448311942,34.815699122837614,33.12062405613491,33.33012771606445,46743600,MSFT
2000-01-11,3.34375,3.5,3.25,3.3375000953674316,210654000,AMZN
2000-01-11,0.08212832295079224,0.08308361344726914,0.0792633667588234,0.0792633667588234,148128000,NVDA
